user_id	item_id	timestamp	correct	skill_id
543	60582	0	1	25
543	8757	0	1	19
543	56286	0	1	27
543	81968	0	1	22
543	43703	0	1	6
543	78598	0	1	1
543	29460	0	1	7
543	88958	0	0	13
543	23921	0	0	7
543	18349	0	0	20
543	81339	0	1	17
543	49555	0	0	12
543	81971	0	1	22
543	68394	0	0	8
543	66897	0	0	15
543	61269	0	1	14
889	43880	0	1	20
889	61269	0	1	14
889	18349	0	0	20
889	89981	0	0	9
889	84223	0	1	10
889	26843	0	0	4
889	42557	0	0	28
889	81780	0	1	18
889	11793	0	0	5
889	11590	0	1	24
889	43722	0	1	8
889	84291	0	0	17
889	62247	0	1	19
889	18231	0	1	14
889	29460	0	1	7
889	47418	0	0	16
889	78598	0	1	1
889	60582	0	1	25
889	40150	0	1	3
889	81968	0	1	22
889	64059	0	0	5
889	48663	0	1	29
889	23921	0	0	7
889	42006	0	1	30
889	81339	0	1	17
889	49555	0	0	12
889	43703	0	1	6
889	30022	0	1	25
889	88958	0	0	13
889	8757	0	1	19
889	59829	0	0	1
889	56286	0	1	27
889	68394	0	0	8
889	66897	0	0	15
889	88873	0	0	26
889	81944	0	1	11
889	60699	0	0	18
889	48655	0	0	21
889	83923	0	1	2
889	17983	0	0	24
889	87974	0	0	3
889	76032	0	1	23
889	82421	0	0	21
889	59980	0	0	2
889	81971	0	1	22
1355	59829	0	0	1
1355	66897	0	0	15
1355	42006	0	1	30
1355	26843	0	0	4
1355	47418	0	0	16
1355	59980	0	0	2
1355	81968	0	1	22
1355	78598	0	1	1
1355	11793	0	0	5
1355	23921	0	0	7
1355	81339	0	1	17
1355	88958	0	0	13
1355	30022	0	1	25
1355	49555	0	0	12
1355	81971	0	1	22
1355	87974	0	0	3
1355	42557	0	0	28
1355	81944	0	1	11
1355	84291	0	0	17
1355	61269	0	1	14
1355	40150	0	1	3
1355	81780	0	1	18
1355	48655	0	0	21
1355	17983	0	0	24
1355	89981	0	0	9
1355	84223	0	1	10
1355	82421	0	0	21
1355	48663	0	1	29
1355	11590	0	1	24
1355	83923	0	1	2
1355	56286	0	1	27
1355	64059	0	0	5
1355	8757	0	1	19
1355	68394	0	0	8
1355	60582	0	1	25
1355	76032	0	1	23
1355	29460	0	1	7
1355	88873	0	0	26
1355	18231	0	1	14
1355	43880	0	1	20
1355	60699	0	0	18
1355	18349	0	0	20
1355	62247	0	1	19
1355	43703	0	1	6
1355	43722	0	1	8
1357	64059	0	0	5
1357	81339	0	1	17
1357	78598	0	1	1
1357	40150	0	1	3
1357	11590	0	1	24
1357	60582	0	1	25
1357	82421	0	0	21
1357	48663	0	1	29
1357	59829	0	0	1
1357	81968	0	1	22
1357	43880	0	1	20
1357	8757	0	1	19
1357	59980	0	0	2
1357	88958	0	0	13
1357	18349	0	0	20
1357	83923	0	1	2
1357	60699	0	0	18
1357	23921	0	0	7
1357	76032	0	1	23
1357	87974	0	0	3
1357	68394	0	0	8
1357	81944	0	1	11
1357	62247	0	1	19
1357	89981	0	0	9
1357	18231	0	1	14
1357	29460	0	1	7
1357	17983	0	0	24
1357	84291	0	0	17
1357	49555	0	0	12
1357	42006	0	1	30
1357	81971	0	1	22
1357	11793	0	0	5
1357	42557	0	0	28
1357	26843	0	0	4
1357	61269	0	1	14
1357	56286	0	1	27
1357	43703	0	1	6
1357	30022	0	1	25
1357	66897	0	0	15
1357	43722	0	1	8
1357	48655	0	0	21
1357	47418	0	0	16
1357	88873	0	0	26
1357	84223	0	1	10
1357	81780	0	1	18
1362	81339	0	1	17
1362	61269	0	1	14
1362	43722	0	1	8
1362	84223	0	1	10
1362	81971	0	1	22
1362	84291	0	0	17
1362	11793	0	0	5
1362	82421	0	0	21
1362	18349	0	0	20
1362	81780	0	1	18
1362	48655	0	0	21
1362	89981	0	0	9
1362	83923	0	1	2
1362	62247	0	1	19
1362	81968	0	1	22
1362	64059	0	0	5
1362	59980	0	0	2
1362	60582	0	1	25
1362	43703	0	1	6
1362	11590	0	1	24
1362	47418	0	0	16
1362	42006	0	1	30
1362	17983	0	0	24
1362	43880	0	1	20
1362	87974	0	0	3
1362	26843	0	0	4
1362	88873	0	0	26
1362	8757	0	1	19
1362	56286	0	1	27
1362	60699	0	0	18
1362	29460	0	1	7
1362	68394	0	0	8
1362	42557	0	0	28
1362	18231	0	1	14
1362	81944	0	1	11
1362	48663	0	1	29
1362	59829	0	0	1
1362	78598	0	1	1
1362	66897	0	0	15
1362	30022	0	1	25
1362	40150	0	1	3
1362	49555	0	0	12
1362	23921	0	0	7
1362	76032	0	1	23
1362	88958	0	0	13
